区分,公開日,タイトル,動画URL,再生数,高評価数,コメント数,動画尺(秒),対平均倍率(直近1年長尺)
長尺,2023-11-20,体臭や加齢臭は〇〇が原因?! 体臭や疲労臭のニオイ対策を徹底解説,https://www.youtube.com/watch?v=-zdz2Foas6Q,221891,1398,21,474,
長尺,2023-11-17,過敏性腸症候群(IBS)におすすめの食事「低FODMAP食」とは？,https://www.youtube.com/watch?v=X8TRi80OIIs,43694,236,8,456,
長尺,2023-11-15,それ過敏性腸症候群(IBS)かも!? 菌の専門家が徹底解説【前編】,https://www.youtube.com/watch?v=bPw1SJPYSR0,20071,111,2,463,
長尺,2023-11-13,【菌ケアキッチン】イワシのトマトファルシ / 菌の専門家が教える老化予防レシピ,https://www.youtube.com/watch?v=o_3DKidEjqQ,2087,26,1,1040,
長尺,2023-11-10,毛穴の黒ずみ？原因と正しい毛穴ケア＆予防法を徹底解説,https://www.youtube.com/watch?v=NNAqCM8L2NI,2363,45,2,477,
長尺,2023-11-08,日本中の納豆を徹底調査！自然栽培×自然発酵×天然の納豆菌をついに発見！？,https://www.youtube.com/watch?v=tP7pzerYi5o,38350,293,10,1075,
長尺,2023-11-06,【納豆効果の秘訣】スーパー成分｢ポリアミン｣とは？栄養価を意識した納豆の選び方,https://www.youtube.com/watch?v=n7mTMO1soQs,175631,1033,32,888,
長尺,2023-11-03,【スーパーフード納豆】菌の専門家が解説！納豆の最強8大効果とは！？,https://www.youtube.com/watch?v=7-F39EpIL4A,84676,650,1,612,
長尺,2023-10-20,オートファジーで得られる4つの効果を徹底解説【後編】,https://www.youtube.com/watch?v=v4n_9HdgtlY,5683,85,1,370,
長尺,2023-10-19,オートファジーの衝撃効果を徹底解説【前編】,https://www.youtube.com/watch?v=Pbtan6qxJfk,197010,1492,19,829,
長尺,2023-10-17,ニキビが増える間違ったスキンケアを徹底解説【後編】,https://www.youtube.com/watch?v=1aDJnYFsGIo,37556,197,0,624,
長尺,2023-10-13,ニキビを最速で治す方法＆ニキビの予防法を徹底解説します【前編】,https://www.youtube.com/watch?v=GpAkXWj-7Vo,25968,141,4,795,
長尺,2023-10-12,口臭予防？／歯医者を見分ける3つのコツ【後編】,https://www.youtube.com/watch?v=KqkyadQKyAA,2606,47,5,1022,
長尺,2023-10-10,口臭の原因は〇〇だった！？今すぐできる！口臭対策,https://www.youtube.com/watch?v=Z2BajN3YWDc,331821,1736,9,953,
長尺,2023-10-06,夜の緑茶1杯で痩せ体質!?時間栄養を徹底解説します,https://www.youtube.com/watch?v=gBeJ49i-dhM,9506,82,0,749,
長尺,2023-10-05,新時代のダイエット法 ｢時間栄養学｣を徹底解説,https://www.youtube.com/watch?v=iUL83wdnyPw,18083,63,1,555,
長尺,2023-09-29,痩せ菌･デブ菌とは？スーパーで買えるダイエットにおすすめのヨーグルトを紹介,https://www.youtube.com/watch?v=8zhNoEVh7HM,219753,1655,49,1058,
長尺,2023-09-28,｢脳腸相関｣ 脳と腸の意外な関係,https://www.youtube.com/watch?v=aFY3zWKs2RU,44295,145,0,761,
長尺,2023-09-22,８週間で３歳も若返り？20年もの老化研究でわかった｢老化を防ぐ習慣･食事｣,https://www.youtube.com/watch?v=uqbND_z58MA,27239,327,4,1068,
長尺,2023-09-21,老化を遅らせる？20年もの老化研究でわかった｢本当の老化｣とは,https://www.youtube.com/watch?v=9OwdH0GeYSw,124452,753,5,741,
長尺,2023-09-14,｢ファスティング｣の落とし穴と対策を徹底解説,https://www.youtube.com/watch?v=KT3Crevgehs,10606,103,0,691,
長尺,2023-09-08,｢ファスティング｣の効果とやり方を徹底解説,https://www.youtube.com/watch?v=7yQkFbbqChw,15119,119,6,720,
ショート,2026-06-04,原材料診断！麺編！#kins #腸活 #麺類,https://www.youtube.com/watch?v=u3vaTAWac6g,18626,128,6,,
ショート,2026-05-28,原材料診断！ヨーグルト編！#kins #腸活 #ヨーグルト,https://www.youtube.com/watch?v=HsUsHvKnX5E,42892,196,7,,
ショート,2026-05-21,原材料診断！アイス編！#kins #腸活 #アイス,https://www.youtube.com/watch?v=G0QOj55oaGE,20222,94,5,,
ショート,2026-03-20,腸活中もパスタを食べたい！グルテン置き換え商品5選が美味しすぎた,https://www.youtube.com/watch?v=uNdvOl1IhEU,7833,72,0,,
ショート,2026-03-13,実は口臭の原因は腸！歯磨きだけでは足りない！,https://www.youtube.com/watch?v=xXKGZAmHLlQ,4488,43,0,,
ショート,2026-03-09,腸活が逆効果   プロがカルディで絶対に買わない商品4つを解説！,https://www.youtube.com/watch?v=4DOjf7ypAcg,4773,47,1,,
ショート,2026-03-06,【カルディ腸活】美味しいのに腸に最高なKALDI食品5つをプロが見つけてきました！,https://www.youtube.com/watch?v=Jcjgkyu52WY,4426,60,0,,
ショート,2026-03-02,コレで便秘も怖くない！腸活プロがおすすめの最強サプリ＆対策5選を大公開！,https://www.youtube.com/watch?v=MX-8Hl6gIEE,5373,76,2,,
ショート,2026-01-30,腸活でストレス回避！プロが実際にやっている対策5つを紹介します。#ストレス #腸活 #ストレスフリー,https://www.youtube.com/watch?v=GsSx8KI4JvA,6615,103,0,,
ショート,2026-01-26,「薄毛が気になる人へ」ハゲやすいNG習慣5つを腸活のプロが警告します。#ハゲ #腸活 #薄毛,https://www.youtube.com/watch?v=67vcJSceCBM,4545,38,0,,
ショート,2026-01-19,【腸活台無し】今すぐやめてほしいNGダイエット5選をプロが解説します！,https://www.youtube.com/watch?v=wur72XpfrAs,4191,32,1,,
ショート,2026-01-16,無印良品が大好きな腸活のプロも、コレは買いません... #無印良品 #腸活 #ダイエット,https://www.youtube.com/watch?v=yuSQuCl7JeQ,3969,37,0,,
ショート,2026-01-12,「買わなきゃ損」腸活を極めたプロのおすすめ無印良品食品6選が美味しすぎた #無印良品 #腸活 #ダイエット,https://www.youtube.com/watch?v=MjFQNJpS44A,4070,46,2,,
ショート,2025-12-29,【有料級】腸活のプロがコンビニで絶対に買う美味しすぎる食品5選 #コンビニ #腸活 #ダイエット,https://www.youtube.com/watch?v=qfx-DDx3IqU,3479,26,0,,
ショート,2025-12-26,「毎日食べてます」腸活を極めたプロが厳選した1日のフル食を大公開！#食事 #腸活 #朝食,https://www.youtube.com/watch?v=qX6FmwZKMU4,5803,60,2,,
ショート,2025-12-22,【腸漏れ】今すぐやめて！腸活のプロが教えるあなたも食べてるNG食品5選 #腸漏れ #腸活 #食品,https://www.youtube.com/watch?v=dYLqYR6CmWM,3985,53,2,,
ショート,2025-12-19,【やってはいけない】腸活のプロが暴露する老化を加速させる習慣5選 #腸活 #老化 #糖質オフ,https://www.youtube.com/watch?v=Ld60qoURImk,3186,36,0,,
ショート,2025-12-15,【2025年版】勘違いしがちなグルテンフリーの落とし穴5選 #グルテンフリー #腸活 #ダイエット,https://www.youtube.com/watch?v=amXnw6O4j6c,4689,53,1,,
ショート,2025-12-12,今日からできる！腸活で10歳若返る超簡単アンチエイジング5選をプロが教えます。 #アンチエイジング #腸活 #美容,https://www.youtube.com/watch?v=2ORf8SvJ4dE,2563,27,0,,
ショート,2025-12-08,「7年風邪引いてません」腸活のプロが免疫力を上げた習慣５つ、伝授します。 #風邪 #腸活 #風邪 ひかない,https://www.youtube.com/watch?v=ZWXAoQoMtHE,2723,27,0,,
ショート,2025-12-05,「毎日飲んでます」腸活を極めたプロが厳選した最強サプリ5選 #サイリウム #高麗人参 #菌,https://www.youtube.com/watch?v=Ani1WUcM_-A,4237,34,0,,
ショート,2025-12-01,【99%がやってしまう】腸活の落とし穴を5つ、プロが解説します #ヨーグルト #腸活 #やり方,https://www.youtube.com/watch?v=5pOYOD9OfLM,2312,19,0,,
ショート,2025-11-17,中野優作の腸内がヤバすぎた...働き続けられる理由を腸活のプロが徹底解説,https://www.youtube.com/watch?v=S3Ph4N2_xP8,2677,17,0,,
ショート,2025-11-14,「怖いですね...」腸活の専門家が絶対に食べない食品添加物5選 #添加物 #腸活 #人工甘味料,https://www.youtube.com/watch?v=LVdMg0AiEQs,2703,19,1,,
ショート,2025-11-10,腸活のプロがコンビニで絶対に買う食品5選 #コンビニ #腸活 #ダイエット,https://www.youtube.com/watch?v=aDaleDvcTTc,3895,30,0,,
ショート,2025-10-24,「怖いですね...」腸活の専門家が絶対に食べない食品添加物5選 カップ麺編 #添加物 #腸活,https://www.youtube.com/watch?v=EB_G02ybfk0,4173,38,2,,
ショート,2025-10-24,「怖いですね...」腸活の専門家が絶対に食べない食品添加物5選 アイス編,https://www.youtube.com/watch?v=5cbW8betBC0,6337,38,2,,
ショート,2025-10-24,「怖いですね...」腸活の専門家が絶対に食べない食品添加物5選 #添加物 #腸活,https://www.youtube.com/watch?v=vpyZGfKnMbI,2698,31,2,,
ショート,2025-09-29,腸活を極めたプロが厳選！ダイエットに効く痩せ菌3選 #ダイエット #痩せ菌 #腸活,https://www.youtube.com/watch?v=jHLDb7x6Lic,10320,78,0,,
ショート,2025-09-28,疲れやすい人必見！日々のパフォーマンスを劇的に上げる腸活法5選 #疲れる #腸活 #仕事,https://www.youtube.com/watch?v=ayuIk-0qb_M,3788,58,0,,
ショート,2025-09-25,「ウコン・ヘパリーゼやめとけ」酒飲みすぎた人の二日酔い解消腸活術5選 #腸活 #二日酔い#菌,https://www.youtube.com/watch?v=qb1CwKFE8Qw,1851,16,0,,
ショート,2025-09-17,３時間睡眠でも疲れない体を作る方法 #菌 #睡眠 #腸活,https://www.youtube.com/watch?v=hW7HGLfOosc,1177,10,0,,
ショート,2024-08-14,汗でアレルギーのような湿疹が出ます,https://www.youtube.com/watch?v=IP7qLVOPeFQ,12652,61,2,,
ショート,2024-08-13,【虫歯になりやすいと言われた！歯磨き以外で気をつけることは？】,https://www.youtube.com/watch?v=EC6FhojDkWM,1526,12,0,,
ショート,2024-08-09,日常生活でできるニキビの原因,https://www.youtube.com/watch?v=mtXuLYiVAmg,2504,9,1,,
ショート,2024-08-07,プロトピックの長期練用はやめた方がいい,https://www.youtube.com/watch?v=pPNWEf-5SD8,2874,7,2,,
ショート,2024-08-07,化粧品に入ってたら嬉しい成分！,https://www.youtube.com/watch?v=tEusjY9MRKE,1463,12,0,,
ショート,2024-08-04,眠れない夜を乗り越える〇〇！#睡眠,https://www.youtube.com/watch?v=rLKCg838Hsk,1262,19,0,,
ショート,2024-07-31,出張時の1週間の食事！ #shorts,https://www.youtube.com/watch?v=T8fltujry1Y,1879,18,0,,
ショート,2024-07-30,ダイエットにおすすめの〇〇！#shorts #ダイエット,https://www.youtube.com/watch?v=v2szJGv2hig,1519,14,0,,
ショート,2024-07-30,健康食品玄米の秘密！#shorts,https://www.youtube.com/watch?v=3jvDOHHffSU,842,2,0,,
ショート,2024-07-29,腸活にもおすすめ？ヨガの秘密！#shorts #ヨガ,https://www.youtube.com/watch?v=hLwbQq7SAsQ,729,3,0,,
ショート,2024-07-25,ナタデココの秘密！ #shorts,https://www.youtube.com/watch?v=NriiGH1NOto,2418,15,0,,
ショート,2024-07-19,体にいい食べ物！#shorts #健康,https://www.youtube.com/watch?v=_w-_mpUZK8U,2248,22,0,,
ショート,2024-07-16,体にやさしい発酵あんこ！#shorts #発酵,https://www.youtube.com/watch?v=ndzkAM4fUCU,1644,9,0,,
ショート,2024-07-15,腸内フローラを整える〇〇！#shorts #腸内環境,https://www.youtube.com/watch?v=c-I19PVhBpM,1970,13,1,,
ショート,2024-07-14,役立つ菌ケア雑学！②#shorts,https://www.youtube.com/watch?v=uzqlwC7_5p8,553,4,0,,
ショート,2024-07-14,役立つ菌ケア雑学！①#shorts,https://www.youtube.com/watch?v=XKyLT8lMp9I,936,8,0,,
ショート,2024-07-13,簡単にできる腸活レシピ#shorts #腸活,https://www.youtube.com/watch?v=QGfpZe8RxTs,995,9,0,,
ショート,2024-07-13,腸を元気にするレシピ#shorts #腸活,https://www.youtube.com/watch?v=v8OnNwHKKdA,4305,45,1,,
ショート,2024-07-12,〇〇に効果的な食べ物！#shorts #健康,https://www.youtube.com/watch?v=PICshg62Cc8,877,10,1,,
ショート,2024-07-11,アボカドの成分と健康効果 #shorts #アボカド,https://www.youtube.com/watch?v=_wStLYX1Xso,2474,24,0,,
ショート,2024-07-11,○○に効果的な食べ物！#shorts #美容,https://www.youtube.com/watch?v=mf5ficlv-u8,1227,30,0,,
ショート,2024-07-10,ニキビに効く成分と効果！#ニキビ #shorts,https://www.youtube.com/watch?v=E3GUMPciHlo,644,9,0,,
ショート,2024-07-05,1日の最強腸活レシピ！ #shorts #腸活,https://www.youtube.com/watch?v=1ZH_62YH8co,1128,22,1,,
ショート,2024-07-03,ニキビに効く食べ物！#shorts #ニキビ,https://www.youtube.com/watch?v=4nxgxjM5QRU,2426,28,1,,
ショート,2024-07-02,ニキビに効く〇〇！#shorts #ニキビ,https://www.youtube.com/watch?v=cMfBdq-oJys,799,13,0,,
ショート,2024-06-28,最強食材アボカドの腸活レシピ #shorts #アボカド,https://www.youtube.com/watch?v=h9QBlQw0ZZw,1091,15,0,,
ショート,2024-06-18,これやると肌終わります #shorts #肌ケア,https://www.youtube.com/watch?v=te1cxbW0sqU,550,13,0,,
ショート,2024-06-05,くすみを予防する食べ物 #shorts #老化防止,https://www.youtube.com/watch?v=AAiS7chCnus,672,9,1,,
ショート,2024-05-29,発酵食品の最強効果#健康 #発酵 #shorts,https://www.youtube.com/watch?v=VBsNegOTDbU,1279,15,0,,
ショート,2024-05-27,歯医者治療の落とし穴 #shorts #歯医者,https://www.youtube.com/watch?v=0pAARy9KYg8,1995,12,0,,
ショート,2024-05-23,【〇〇のNG行動】これやってたらやばい #shorts #スキンケア,https://www.youtube.com/watch?v=V2AWY6WQ6Go,1061,11,0,,
ショート,2024-05-16,【腸活】〇〇におすすめの食べ物 #shorts,https://www.youtube.com/watch?v=6bYzVqv2SeU,1569,18,0,,
ショート,2024-04-30,敏感肌の人に食べてほしい食材 #shorts #敏感肌,https://www.youtube.com/watch?v=9dzgtiDmn0s,789,13,0,,
ショート,2024-04-29,美肌菌は敏感肌を治す？#shorts #敏感肌,https://www.youtube.com/watch?v=jLiI6xWJ3-g,923,10,0,,
ショート,2024-04-02,頭がベタつく人集合　#shorts #頭皮ケア,https://www.youtube.com/watch?v=ryezhJF35GY,1282,31,0,,
ショート,2024-03-18,【自力で】花粉症を治す方法5選 #花粉症 #shorts,https://www.youtube.com/watch?v=skA9cGiOmyE,1844,40,0,,
短尺(180秒以下),2024-01-05,【祝】Youtube登録者数1万人突破！いつもありがとうございます！,https://www.youtube.com/watch?v=4m-Jh1lMQlg,228,11,2,58,
ショート,2023-10-24,オートファジーを活性化させる習慣3選 #shorts #オートファジー,https://www.youtube.com/watch?v=Dx0kD_9IKQI,6945,98,1,,
ショート,2023-10-23,認知症の改善は○○を食べてください #shorts #認知症,https://www.youtube.com/watch?v=RHx4kAJ29uE,1580,34,2,,
ショート,2023-10-22,【これだけは毎日食べて！】 最強の食材3選 #shorts,https://www.youtube.com/watch?v=rY59Q4aYNBE,17333,221,1,,
ショート,2023-10-21,"ニキビケアのキーワードは""低GI値""？ #shorts",https://www.youtube.com/watch?v=9BM5jG9zmIs,2674,13,0,,
ショート,2023-10-20,美肌になれる魔法の食べ物を知っていますか？ #shorts,https://www.youtube.com/watch?v=3QfIujnYPKg,1948,25,0,,
ショート,2023-10-19,ニキビケアのポイントは原始人になることだった？！ #shorts,https://www.youtube.com/watch?v=bi7lB0ELRmE,2348,22,1,,
ショート,2023-10-18,ニキビが出来やすい・出来にくい食べもの #shorts,https://www.youtube.com/watch?v=E-2Aj5iZrEQ,1156,15,1,,
ショート,2023-10-17,ニキビの正しいケア方法 3選 #shorts,https://www.youtube.com/watch?v=YJGltRKnRS4,699,10,0,,
ショート,2023-10-15,【口臭予防】ニンニクを食べる前に○○飲んで！ #short,https://www.youtube.com/watch?v=TAJ4g1eWiks,3651,22,0,,
ショート,2023-10-14,【口臭ケア】今すぐ舌を磨いてください #shorts,https://www.youtube.com/watch?v=o6c2LL2LDAU,138332,665,2,,
ショート,2023-10-13,【超簡単】口臭を一瞬で予防する方法！ #shorts,https://www.youtube.com/watch?v=sXGpv0BjlcU,2489,27,2,,
ショート,2023-10-12,【老化速度が見える化された伝説の研究】老化の原因と対策を伝説の研究から学ぼう！ #short #老化 #老化 #老化予防 #老化対策,https://www.youtube.com/watch?v=pcR4QrMeeno,526,5,0,,
ショート,2023-10-12,【寿命が10年伸びる方法とは?!】早ければ早いほど効果的な〇〇！ #short #老化 #老化 #老化予防 #老化対策,https://www.youtube.com/watch?v=u4ezCFc8stI,1478,24,1,,
ショート,2023-10-12,【知らないとヤバい】口が臭い原因は古い銀歯かも？ #shorts,https://www.youtube.com/watch?v=b_8vH2i0HHc,39793,125,0,,
ショート,2023-10-11,【10秒で口臭予防】クサい匂いに効果的な口臭ケア #口臭,https://www.youtube.com/watch?v=idJhcX1rhdA,1527,18,0,,
ショート,2023-10-10,【口臭の原因5選】なんで口が臭くなるの？ #shorts,https://www.youtube.com/watch?v=zhGODEE7BzE,3040,28,0,,
ショート,2023-10-08,夜の緑茶1杯があなたの痩せ体質を作る？！ #痩せ体質 #痩せる #痩せる食事,https://www.youtube.com/watch?v=BcPU1i7vS3E,701,6,0,,
ショート,2023-10-08,ランチを食べる時間で太りやすさが変わります！ #ダイエット # #ファスティング #断食,https://www.youtube.com/watch?v=Y7wyPiOHErw,629,7,3,,
ショート,2023-10-07,【ダイエット】朝食を抜くと逆に太りやすくなる？！ #ダイエット #痩せたい #断食,https://www.youtube.com/watch?v=Oskx7WiTn9k,696,6,0,,
ショート,2023-10-06,筋トレのタンパク質は朝に摂るのが良い！？ #筋トレ #筋肉 #タンパク質,https://www.youtube.com/watch?v=URAgSI1hTyQ,635,7,0,,
ショート,2023-10-05,痩せたいならおやつを抜くのは逆効果?! #ダイエット #断食 #ファスティング,https://www.youtube.com/watch?v=wrzCikkLdsM,503,6,0,,
ショート,2023-10-02,【ダイエット不要?!】コンビニでも買えるガセリ菌の効果が凄かった！ #ダイエット #ヨーグルト #脂肪を落とす方法 #ダイエット #ファスティング #断食,https://www.youtube.com/watch?v=Dwe1GfJnKR8,23297,87,4,,
ショート,2023-10-01,【痩せ菌・デブ菌とは？】肥満の原因は痩せ菌かも？ #痩せ体質 #痩せる #ダイエット,https://www.youtube.com/watch?v=d5oFLd2e3Uk,6594,37,0,,
ショート,2023-09-29,【GABAにストレスを抑える効果はある？】菌ケアの先生が解説します！ #ストレスケア #ストレス解消,https://www.youtube.com/watch?v=jQRN5w-388c,16251,119,1,,
ショート,2023-09-28,痩せるホルモン｢GLP-1｣を腸で作る方法 #ダイエット #腸活,https://www.youtube.com/watch?v=q9JJFXFxXcM,2958,40,1,,
ショート,2023-09-23,【8週間で3歳も若返り?!】老化を予防、若返る食事･習慣を教えます。 #老化 #老化予防 #老化防止,https://www.youtube.com/watch?v=m8Yvinugjj8,3407,41,1,,
ショート,2023-09-21,【1年で2.4歳も老化?!】20年の老化研究で分かった｢本当の老化｣とは／老化を遅らせる方法も？！  #老化 #老化予防 #アンチエイジング,https://www.youtube.com/watch?v=FyQOSwx2GAY,1134,15,0,,
ショート,2023-09-19,5:2ファスティングが学生におすすめな理由 #ダイエット #ファスティング #断食,https://www.youtube.com/watch?v=-UoygN1k--8,13698,38,0,,
ショート,2023-09-18,ファスティングの落とし穴。返って太りやすくなる..?! #ファスティング #ダイエット #断食,https://www.youtube.com/watch?v=F4t7Ox-sTWk,795,9,0,,
ショート,2023-09-16,ファスティングのデメリット4選 #ダイエット #ファスティング #断食,https://www.youtube.com/watch?v=vFwh20SZMFI,469,6,0,,
ショート,2023-09-16,16時間ファスティングの驚くべき効果3選 #ファスティング #断食 #ダイエット,https://www.youtube.com/watch?v=5Q8QUhSJlBk,13159,49,0,,
